NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
429	1177.593	24.123	188.193	26.337	0.056	0.897	20000.0
430	1179.03	24.177	189.37	26.549	0.055	0.896	30000.0
431	1169.797	23.751	185.126	25.94	0.053	0.9	30000.0
432	1172.152	23.82	185.688	26.12	0.054	0.901	40000.0
433	1147.836	23.525	184.844	26.049	0.054	0.9	20000.0
434	1137.67	23.08	181.003	25.437	0.05	0.903	20000.0
435	1181.026	23.998	191.182	26.535	0.054	0.898	40000.0
436	1168.585	23.607	184.836	25.895	0.053	0.9	30000.0
437	1182.989	23.972	188.202	26.169	0.054	0.901	40000.0
438	1166.887	23.777	183.296	25.85	0.054	0.903	40000.0
439	1159.823	23.667	188.224	26.144	0.054	0.9	20000.0
440	1147.966	23.334	184.627	26.082	0.052	0.9	30000.0
441	1155.947	23.49	184.505	25.661	0.053	0.904	30000.0
442	1192.988	24.054	189.266	26.141	0.055	0.901	30000.0
443	1183.023	23.936	190.284	26.361	0.054	0.898	30000.0
444	1168.066	23.772	187.094	26.138	0.054	0.898	30000.0
445	1184.067	24.186	185.947	26.179	0.056	0.897	20000.0
446	1169.787	23.744	186.715	26.057	0.053	0.899	20000.0
447	1163.875	23.644	182.019	25.907	0.054	0.902	20000.0
448	1183.191	24.01	191.063	26.496	0.055	0.898	30000.0
449	1174.784	23.998	185.482	26.168	0.055	0.898	40000.0
450	1203.318	24.274	194.004	26.886	0.055	0.896	20000.0
451	1178.843	23.981	187.825	26.271	0.055	0.897	50000.0
452	1142.031	23.389	184.126	25.967	0.053	0.9	30000.0
453	1178.634	23.792	188.852	26.117	0.054	0.9	20000.0
454	1165.82	24.065	188.258	26.655	0.055	0.897	20000.0
455	1155.826	23.666	182.726	25.892	0.053	0.9	40000.0
456	1154.013	23.47	188.723	26.063	0.053	0.901	20000.0
457	1200.937	24.19	195.997	26.667	0.054	0.897	30000.0
458	1164.792	23.719	189.318	26.427	0.054	0.898	30000.0
459	1172.25	23.936	187.674	26.207	0.054	0.899	20000.0
460	1186.432	24.046	186.8	26.417	0.056	0.896	40000.0
461	1180.535	23.791	191.883	26.373	0.055	0.897	20000.0
462	1161.454	23.615	184.237	25.883	0.053	0.901	20000.0
463	1167.333	23.656	190.207	26.381	0.053	0.898	40000.0
464	1174.292	23.67	186.057	25.785	0.055	0.899	30000.0
465	1177.887	24.1	186.016	25.979	0.055	0.901	20000.0
466	1192.152	24.239	189.37	26.466	0.054	0.898	20000.0
467	1165.914	24.049	188.248	26.761	0.055	0.895	50000.0
468	1167.619	23.748	187.82	26.311	0.055	0.898	40000.0
469	1164.317	23.722	188.468	26.331	0.054	0.897	20000.0
470	1176.552	23.81	189.149	26.339	0.055	0.899	20000.0
471	1178.06	24.088	186.308	26.26	0.055	0.896	30000.0
472	1173.218	24.132	185.994	26.163	0.056	0.9	20000.0
473	1202.197	24.789	192.359	27.189	0.058	0.893	30000.0
474	1199.631	24.056	191.567	26.377	0.054	0.899	30000.0
475	1176.286	23.672	189.64	26.171	0.053	0.899	40000.0
476	1196.37	24.002	192.549	26.668	0.055	0.896	30000.0
477	1174.133	24.081	184.668	25.972	0.055	0.899	30000.0
478	1180.113	23.949	190.486	26.44	0.055	0.899	20000.0
479	1165.474	23.605	184.513	25.895	0.054	0.9	30000.0
480	1184.951	24.087	191.971	26.841	0.055	0.894	20000.0
481	1183.433	24.206	188.631	26.574	0.055	0.897	30000.0
482	1163.772	23.547	185.666	25.906	0.053	0.902	40000.0
483	1155.11	23.488	185.271	25.905	0.053	0.9	20000.0
484	1190.765	24.14	193.672	26.907	0.055	0.895	20000.0
485	1175.614	23.737	188.832	26.501	0.054	0.898	30000.0
486	1165.445	23.537	183.285	25.841	0.053	0.9	30000.0
487	1170.867	23.774	188.803	26.263	0.054	0.899	20000.0
488	1142.427	23.498	182.619	25.868	0.054	0.901	30000.0
489	1161.396	23.432	188.769	26.012	0.052	0.901	20000.0
490	1159.634	23.741	186.89	26.399	0.055	0.9	20000.0
491	1167.076	23.652	187.544	26.312	0.054	0.899	30000.0
492	1179.538	23.717	186.725	26.138	0.052	0.899	20000.0
493	1175.61	24.17	187.894	26.247	0.056	0.899	30000.0
494	1200.506	24.527	192.792	26.809	0.057	0.897	30000.0
495	1148.374	23.455	185.355	25.928	0.052	0.902	20000.0
496	1160.052	23.667	188.484	26.316	0.054	0.898	20000.0
497	1192.131	24.107	188.312	26.358	0.056	0.897	20000.0
498	1162.605	23.493	183.825	25.983	0.053	0.899	30000.0
499	1162.889	23.531	185.592	26.088	0.053	0.897	30000.0
500	1156.064	23.56	186.749	26.092	0.054	0.898	50000.0
